ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string]
1.726.892.807.866.930,CrSZ3l1DEj2WtkfjLk,192.168.0.66,42424,192.168.0.4,2170,tcp,-,1.021.164,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.866.940,CrRvdS1TqrfMhMwLeh,192.168.0.66,46732,192.168.0.4,524,tcp,-,1.021.160,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.866.940,Cvmkvx2SVXRRzFxHgi,192.168.0.66,42236,192.168.0.4,1089,tcp,-,1.021.157,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.070,CY3mNF1Sq5rYAoVVx5,192.168.0.66,51756,192.168.0.4,5560,tcp,-,1.021.023,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.070,CST5o423ZSoKeBLYma,192.168.0.66,42534,192.168.0.4,1600,tcp,-,1.021.020,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.180,CJbhWi3GibKguW5o31,192.168.0.66,60936,192.168.0.4,49,tcp,-,1.020.730,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.180,CbSofL3yVyBlhbCaxe,192.168.0.66,56340,192.168.0.4,8010,tcp,-,1.020.728,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.180,Cf69JICeBiUxUZGri,192.168.0.66,51700,192.168.0.4,1007,tcp,-,1.020.726,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.330,CkZxma4QcwWAyW3G28,192.168.0.66,43242,192.168.0.4,49159,tcp,-,1.020.574,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.410,CAMoU82gw0QRWIiB5e,192.168.0.66,58170,192.168.0.4,2000,tcp,-,1.020.496,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.410,C4XJfX2pYUEJSf1te1,192.168.0.66,59224,192.168.0.4,4900,tcp,-,1.020.494,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.410,CQq8gV5BIyOAuz5bh,192.168.0.66,43332,192.168.0.4,6502,tcp,-,1.020.492,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.640,CgSz142dX9Gt5swEnc,192.168.0.66,39838,192.168.0.4,1107,tcp,-,1.020.260,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.640,CF9JmL1BsNabXtbWrf,192.168.0.66,57692,192.168.0.4,5002,tcp,-,1.020.078,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.640,CebBZf2JXHxQSYBspd,192.168.0.66,49068,192.168.0.4,3404,tcp,-,1.020.076,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.810,CBPOye1k1x2TYE5S19,192.168.0.66,38472,192.168.0.4,6100,tcp,-,1.019.903,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.820,CdSnoA1xnf0DOBMDMc,192.168.0.66,38620,192.168.0.4,3800,tcp,-,1.019.900,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.920,CvUOpV22jF86lHI8Eg,192.168.0.66,52716,192.168.0.4,2099,tcp,-,1.019.792,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.920,CufAmh3WulIgBvgP5d,192.168.0.66,60782,192.168.0.4,5903,tcp,-,1.019.790,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.867.920,CzbS4c45cAbj3WCTua,192.168.0.66,47214,192.168.0.4,13782,tcp,-,1.019.788,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.110,CzoKCl1QPs0qrxqcVa,192.168.0.66,51146,192.168.0.4,19283,tcp,-,1.019.606,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.110,CGl99O2YBGQ3Em4sA4,192.168.0.66,55238,192.168.0.4,416,tcp,-,1.019.422,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.220,C46S9wX5zSoHjMyxb,192.168.0.66,38038,192.168.0.4,1,tcp,-,1.019.303,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.230,CG7yck4FMGMf2m6Lu5,192.168.0.66,36518,192.168.0.4,1501,tcp,-,1.019.299,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.230,CNn7T93gE1cPHhIrP7,192.168.0.66,40862,192.168.0.4,1201,tcp,-,1.019.300,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.230,CZQskyJjIO79KsSvh,192.168.0.66,60668,192.168.0.4,264,tcp,-,1.019.297,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.230,CED5VUidTRVmtJp2g,192.168.0.66,56518,192.168.0.4,16113,tcp,-,1.019.294,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.520,C2E2QU2ZKj3uz8yGNe,192.168.0.66,36836,192.168.0.4,2809,tcp,-,1.019.006,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.520,CeRir64s0e4m8Tgc29,192.168.0.66,58272,192.168.0.4,32781,tcp,-,1.019.002,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.520,CxMZeJGlJAPV1U6O,192.168.0.66,53858,192.168.0.4,9111,tcp,-,1.018.806,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.700,C7oqqRHk5Lb8AnEJh,192.168.0.66,44802,192.168.0.4,1151,tcp,-,1.018.626,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.700,C6J8p22LbhK6tnXG04,192.168.0.66,45794,192.168.0.4,5500,tcp,-,1.018.624,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.700,C7jsCx30GMM7of6Sea,192.168.0.66,43228,192.168.0.4,2030,tcp,-,1.018.621,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.700,C26n6F1HMjlWv69IMi,192.168.0.66,47640,192.168.0.4,7106,tcp,-,1.018.622,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.700,CcqEx42IKXWaP6ATb4,192.168.0.66,57728,192.168.0.4,1174,tcp,-,1.018.619,0,0,S0,T,T,0,S,2,120,0,0,-
1.726.892.807.868.870,CHjMYP2XuHS0S4bWR8,192.168.0.66,47064,192.168.0.4,6567,tcp,-,1.018.453,0,0,S0,T,T,0,S,2,120,0,0,-
