ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string]
1.726.892.923.129.560,Cl9o8v1524kBW3ZGC1,182.1.1.148,60636,192.168.0.4,6881,udp,-,673,104,310,SF,F,T,0,Dd,1,132,1,338,-
1.726.892.923.141.200,Cqw3XI03xj2P0715,192.168.0.66,39738,192.168.0.4,21742,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.191.330,CvAflB3LKKVv4XOoga,192.168.0.66,39734,192.168.0.4,49162,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.241.790,CZTvTL163nrcyx3xz8,192.168.0.66,39740,192.168.0.4,21742,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.292.440,C7QMsiHjvyBpEtmz,192.168.0.66,39736,192.168.0.4,49162,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.342.570,CkslBj1aMEqheUGgw,192.168.0.66,39742,192.168.0.4,21742,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.392.800,CtWiVo1XcPZDwP9IY,192.168.0.66,39738,192.168.0.4,49162,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.443.320,C5zFLlDnzAr0hly8c,192.168.0.66,39732,192.168.0.4,34577,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.493.440,ClqDVp3AWivGObjoOk,192.168.0.66,39740,192.168.0.4,49162,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.917.199.370,C80jE4JnDvdvuAHn7,207.180.192.206,20239,192.168.0.4,6881,udp,-,6.322.798,97,416,SF,F,T,0,Dd,1,125,2,472,-
1.726.892.923.543.530,C8ISWu4NTQMHhQbLsd,192.168.0.66,39734,192.168.0.4,34577,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.594.000,CvhpFC3J37nrYNhVOb,192.168.0.66,39742,192.168.0.4,49162,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.644.680,COgJjM2csRoSFeulCe,192.168.0.66,39736,192.168.0.4,34577,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.695.160,CHmenz4ecLjmNHsMB4,192.168.0.66,39732,192.168.0.4,3296,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.745.290,CQAQAT2JX4BPfL8Ea6,192.168.0.66,39738,192.168.0.4,34577,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.923.795.930,CXmrmA2JxGVpmvGcJ3,192.168.0.66,39734,192.168.0.4,3296,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.844.490,CIKNAS11HkV3wKl1jk,5.180.208.105,50607,192.168.0.4,6881,udp,-,567,123,303,SF,F,T,0,Dd,1,151,1,331,-
1.726.892.923.846.540,CB5kir4qxZ3V5nNyCd,192.168.0.66,39732,192.168.0.4,21847,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.897.050,C9TomJsTSDg9Zkv5e,192.168.0.66,39736,192.168.0.4,3296,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.947.490,CqlwjC3miUEQ2ud6Z2,192.168.0.66,39734,192.168.0.4,21847,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.923.998.050,CLtbvK1aANMDI1HVcd,192.168.0.66,39738,192.168.0.4,3296,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.048.670,Cuy80b3wKeYhKFh8W9,192.168.0.66,39736,192.168.0.4,21847,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.098.820,CzpHnt3k4zDPnEINhb,192.168.0.66,39740,192.168.0.4,3296,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.149.180,CytEYvyXsakmyeYza,192.168.0.66,39738,192.168.0.4,21847,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.199.670,CIiUKE3yKcLN5DCU09,192.168.0.66,39742,192.168.0.4,3296,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.250.270,C0lsSA3epu4GTycpN9,192.168.0.66,39740,192.168.0.4,21847,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.300.800,CQEoS52Hpq1Fnq8Ai,192.168.0.66,39732,192.168.0.4,24910,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.350.920,C6Psur3l5SAkLGQPpc,192.168.0.66,39742,192.168.0.4,21847,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.401.030,CpqXqK1z42aS7oz2R8,192.168.0.66,39734,192.168.0.4,24910,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.451.030,CzIOup1PSEOjegYL31,192.168.0.66,39732,192.168.0.4,1060,udp,-,-,-,-,S0,T,T,0,D,1,100,0,0,-
1.726.892.924.501.160,C9ScPK2AqhKcL9gaIe,192.168.0.66,39736,192.168.0.4,24910,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.551.280,C5EXiP23pTXM3pMmlb,192.168.0.66,39734,192.168.0.4,1060,udp,-,-,-,-,S0,T,T,0,D,1,100,0,0,-
1.726.892.924.601.280,CYR7Qp3NhNl68kYWJf,192.168.0.66,39738,192.168.0.4,24910,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.651.910,CInE7744t8jiJ3DsF6,192.168.0.66,39736,192.168.0.4,1060,udp,-,-,-,-,S0,T,T,0,D,1,100,0,0,-
1.726.892.924.702.040,CPxqb1vEy8kIkWDHj,192.168.0.66,39740,192.168.0.4,24910,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.752.620,C5pbVC453FTDZVALRe,192.168.0.66,39738,192.168.0.4,1060,udp,-,-,-,-,S0,T,T,0,D,1,100,0,0,-
1.726.892.924.802.680,Cgvv1IOYwUSrO7W,192.168.0.66,39742,192.168.0.4,24910,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.810.650,CZh4901fok55BqaG4h,5.189.157.90,12006,192.168.0.4,6881,udp,-,572,97,312,SF,F,T,0,Dd,1,125,1,340,-
1.726.892.924.853.200,CyOZPm21BCgDUrXbB3,192.168.0.66,39732,192.168.0.4,20762,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
1.726.892.924.903.670,C6Zcvq17SVIs85uPKe,192.168.0.66,39732,192.168.0.4,49191,udp,-,-,-,-,S0,T,T,0,D,1,68,0,0,-
1.726.892.924.953.780,CPnYEx1YVG5kwfMQ9k,192.168.0.66,39734,192.168.0.4,20762,udp,-,-,-,-,S0,T,T,0,D,1,28,0,0,-
